参数编号,CoE Index,中文名称,英文名称,类型,位宽,访问,PDO映射,单位,设定范围,默认值,控制模式,所属组,示波器通道,功能说明
P4-24,0x2418,低电压错误准位,DRV's Parameter  P4-24,UINT,16,rw,RT,| V (rms) |,| 140 ~ 380 |,| 160 (220V机种) | 282 (400V机种) |,| All |,P4,—,| 当DC Bus电压小于P4.024 x | 时，产生低电压(AL003)错误。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-00,0x2500,★■,DRV's Parameter  P5-00,UDINT,32,ro,T,| - |,| - |,| 工厂设定 |,| All |,P5,—,| 低位为韧体之子版本。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-01,0x2501,保留,DRV's Parameter  P5-01,UINT,16,rw,RT,,,,,P5,—,
P5-02,0x2502,DRV's Parameter  P5-02,DRV's Parameter  P5-02,UINT,16,rw,RT,—,—,,—,P5,—,
P5-03,0x2503,自动保护之减速时间,DRV's Parameter  P5-03,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0xEEEFEEFF |,| PT除外 |,P5,—,| 参数设定分成D、C、B、A、W、Z、Y、X八位(16进位)，其功能如下： | 位数 | D | C | B | A | W | Z | Y | X | 功能 | STP | PFQS | CTO | OVF | SNL | SPL | NL | PL | 减速时间范围 | 0 ~ F | 0 ~ F | 0 ~ F | 0 ~ F | 0 ~ F | 0 ~ F | 0 ~ F | 0 ~ F
P5-04,0x2504,原点复归模式,DRV's Parameter  P5-04,UINT,16,rw,RT,| - |,| 0x0000 ~ 0x012A |,| 0x0000 |,| PR |,P5,—,| X | 复归方式 | Z | 极限设定 | Y | Z信号设定 | U | 保留 | 其设定值的定义如下： | U | Z | Y | X | 保留 | 极限设定 | Z信号设定 | 复归方式 | - | 0 ~ 1 | 0 ~ 2 | 0 ~ A | - | Y = 0：返回找Z | Y = 1：不返回找Z | (往前找Z) | Y = 2：一律不找Z | X = 0：正转方向原点复归，正极
P5-05,0x2505,第一段高速原点复归速度设定,DRV's Parameter  P5-05,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.1 ~ 2000.0 (旋转)* | 1 ~ 15999999 (直线)* | 1 ~ 20000 (旋转)* | 1 ~ 15999999 (直线)* |,,| PR (与P5.004一同设定) | 初值： | 100.0 (旋转)* | 1000 (直线)* | 1000 | 资料大小： | 32-bit |,P5,—,| 第一段高速原点复归速度设定。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-06,0x2506,第二段低速原点复归速度设定,DRV's Parameter  P5-06,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.1 ~ 500.0 (旋转)* | 1 ~ 15999999 (直线)* | 1 ~ 5000 (旋转)* | 1 ~ 15999999 (直线)* |,,| PR (与P5.004一同设定) | 初值： | 20.0 (旋转)* | 200 (直线)* | 200 | 资料大小： | 32-bit |,P5,—,| 第二段低速原点复归速度设定。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-07,0x2507,■,DRV's Parameter  P5-07,UINT,16,rw,RT,| - |,| 0 ~ 1000 |,| 0 |,| PR |,P5,—,| 写入0表示开始原点复归。 | 写入1 ~ 99表示开始执行指定的PR程序，相当于DI.CTRG+POSn。若写入数值为100 ~ 999，则超出合理范围，禁止写入。 | 范例：目标是触发PR#2 | 方法1 | 通过DI触发： | 内部缓存器位置命令选择1~99 Bit1 (DI：0x12) + 命令触发(DI：0x08) | 方法2 | 通过P5.007： | 将P5.007设为2，就会开始
P5-08,0x2508,软件极限 - 正向,DRV's Parameter  P5-08,UDINT,32,rw,RT,| PUU |,| -2147483648 ~ +2147483647 |,| 2147483647 |,| PR |,P5,—,| PR模式下，当电机朝正向移动且回授位置超过此参数设定值时，触发异警AL283。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-09,0x2509,软件极限 - 反向,DRV's Parameter  P5-09,UDINT,32,rw,RT,| PUU |,| -2147483648 ~ +2147483647 |,| -2147483648 |,| PR |,P5,—,| PR模式下，当电机朝反向移动且回授位置超过此参数设定值时，触发异警AL285。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-10,0x250A,★■,DRV's Parameter  P5-10,UINT,16,ro,T,| - |,| 只读 |,| - |,| All |,P5,—,| 总资料数为N x 32 bits，其中N为传回资料阵列的资料笔数。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-11,0x250B,■,DRV's Parameter  P5-11,UINT,16,rw,RT,| - |,| 0 ~ (P5.010的设定值减1) |,| 0 |,| All |,P5,—,| 读/写资料阵列时，指定数据的地址。详细使用说明请见第七章。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-12,0x250C,■,DRV's Parameter  P5-12,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 数据窗口1，由面板读出时，P5.011的设定值不加1，以其他方式读写时，数值均会加1。 | 详细使用说明请参考7.2.1节 资料阵列。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-13,0x250D,■,DRV's Parameter  P5-13,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 数据窗口2，由面板读出或通讯读写时，P5.011的设定值都会加1，但不可由面板写入。 | 详细使用说明请参考7.2.1节 资料阵列。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-14,0x250E,保留,DRV's Parameter  P5-14,UINT,16,ro,T,,,,,P5,—,
P5-15,0x250F,■,DRV's Parameter  P5-15,UINT,16,rw,RT,| - |,| 0x0000 ~ 0x0011 |,| 0x0000 |,| PR |,P5,—,| 此参数主要用来提供用户可以通过通讯连续的写入新的目标点。 | X | PATH 1数据断电设定 | Z | 保留 | Y | PATH 2数据断电设定 | U | 保留 | X：PATH 1数据断电设定 | 0：断电保持 | 1：断电不保持 | Y：PATH 2数据断电设定 | 0：断电保持 | 1：断电不保持 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-16,0x2510,■,DRV's Parameter  P5-16,UDINT,32,rw,RT,| PUU |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 读取：主编码器回授位置，即监控变量000 (00h)＋偏移值(P5.016写入值)。 | 写入：可写入任意值，并不会改变监控变量000 (00h)，也不会影响定位坐标系。只是为了调整偏移值，方便观察用。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-17,0x2511,轴位置 - 辅助编码器,DRV's Parameter  P5-17,UDINT,32,rw,RT,| pulse |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 辅助编码器的脉冲计数值。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-18,0x2512,轴位置 - 脉冲命令,DRV's Parameter  P5-18,UDINT,32,rw,RT,| pulse |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 脉冲命令脉冲计数值。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-19,0x2513,[E-Cam] 电子凸轮的曲线表格倍率设定,DRV's Parameter  P5-19,UDINT,32,rw,RT,| 0.000001倍，即1 / (10^6) |,| -2147.000000 ~ +2147.000000 |,| 1.000000 |,| PR |,P5,—,| 在不改变电子凸轮曲线表格的内容下，改变本参数，相当于对表格数据放大 / 缩小。 | 例如：当表格数据为：0、10、20、30、40、20且倍率设为2.000000，则相当于资料：0、20、40、60、80、40且倍率设为1.000000。 | 以相同的主动轴脉冲频率驱动凸轮运转时，放大此倍率，会使凸轮行程变大，运转速度也放大 | 相同的倍率。 | 注：本参数任何时刻均可设定，但生效时机由P5.
P5-20,0x2514,加 / 减速时间0,DRV's Parameter  P5-20,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 200 |,| PR |,P5,—,| PR模式的加减速时间设定。 | 旋转电机：表示由0加速到3000 rpm所需的时间。 | 直线电机：表示由0加速到5 m/s所需的时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-21,0x2515,加 / 减速时间1,DRV's Parameter  P5-21,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 300 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-22,0x2516,加 / 减速时间2,DRV's Parameter  P5-22,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 500 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-23,0x2517,加 / 减速时间3,DRV's Parameter  P5-23,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 600 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-24,0x2518,加 / 减速时间4,DRV's Parameter  P5-24,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 800 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-25,0x2519,加 / 减速时间5,DRV's Parameter  P5-25,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 900 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-26,0x251A,加 / 减速时间6,DRV's Parameter  P5-26,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 1000 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-27,0x251B,加 / 减速时间7,DRV's Parameter  P5-27,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 1200 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-28,0x251C,加 / 减速时间8,DRV's Parameter  P5-28,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 1500 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-29,0x251D,加 / 减速时间9,DRV's Parameter  P5-29,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 2000 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-30,0x251E,加 / 减速时间10,DRV's Parameter  P5-30,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 2500 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-31,0x251F,加 / 减速时间11,DRV's Parameter  P5-31,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 3000 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-32,0x2520,加 / 减速时间12,DRV's Parameter  P5-32,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 5000 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-33,0x2521,加 / 减速时间13,DRV's Parameter  P5-33,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 65500 |,| 8000 |,| PR |,P5,—,| PR模式的加减速时间设定，请参考P5.020。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-34,0x2522,加 / 减速时间14,DRV's Parameter  P5-34,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 1500 |,| 50 |,| PR |,P5,—,| 本参数默认值较小(减速快)，作为自动保护之减速时间设定。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-35,0x2523,加 / 减速时间15,DRV's Parameter  P5-35,UINT,16,rw,RT,| ms (P2.068.U = 0) | 10 ms (P2.068.U = 1) |,| 1 ~ 1200 |,| 30 |,| PR |,P5,—,| 本参数默认值较小(减速快)，作为自动保护之减速时间设定。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-36,0x2524,[Capture] 资料阵列开始地址,DRV's Parameter  P5-36,UINT,16,rw,RT,| - |,| 0 ~ (P5.010的设定值减1) |,| 0 |,| All |,P5,—,| 指定Capture抓取到的第一点的数据所储存在资料阵列中的地址。本参数必须在Capture | 停止(请参考P5.039)时才可以写入。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-37,0x2525,■,DRV's Parameter  P5-37,UDINT,32,rw,RT,| CAPTURE来源之脉冲单位 |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 显示Capture脉冲来源的轴位置。请注意，本参数必须在Capture停止(请参考P5.039)时才可以写入。当Capture脉冲来源为主编码器时，轴位置等于电机回授位置(监控变量00h)，本参数禁止写入。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-38,0x2526,■,DRV's Parameter  P5-38,UINT,16,rw,RT,| - |,| 1 ~ (P5.010减P5.036的设定值) |,| 1 |,| All |,P5,—,| Capture未运作时，此参数为预计抓取的数量(可读可写)。Capture在运作时，此参数为剩余抓取数量(只读)。每抓取到一点，此参数递减1，直到数值为0，表示抓取结束。 | 注：Compare、Capture、E-Cam资料总笔数不可超过800笔。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-39,0x2527,■,DRV's Parameter  P5-39,UINT,16,rw,RT,| - |,| 0x0000 ~ 0xF13F |,| 0x2010 |,| All |,P5,—,| X | Capture设定 | Z | 触发逻辑 | Y | Capture轴来源 | U | 触发最小间隔时间 | X：Capture设定 | Bit | 功能 | 说明 | 0 | 启动Capture | 启动抓取功能，在每一次完成抓取后此位自动设为0 (关闭抓取) | 1 | 位置重置 | 抓取到第一点后，将第一点位置坐标重置，重置的坐标位置由P5.076设定 | 2 | 启动Compa
P5-40,0x2528,位置到达后的延迟时间0,DRV's Parameter  P5-40,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 0 |,| PR |,P5,—,| PR模式共有16组 (编号0 ~ 15) 延迟时间。此参数为PR模式编号0的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-41,0x2529,位置到达后的延迟时间1,DRV's Parameter  P5-41,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 100 |,| PR |,P5,—,| PR模式编号1的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-42,0x252A,位置到达后的延迟时间2,DRV's Parameter  P5-42,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 200 |,| PR |,P5,—,| PR模式编号2的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-43,0x252B,位置到达后的延迟时间3,DRV's Parameter  P5-43,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 400 |,| PR |,P5,—,| PR模式编号3的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-44,0x252C,位置到达后的延迟时间4,DRV's Parameter  P5-44,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 500 |,| PR |,P5,—,| PR模式编号4的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-45,0x252D,位置到达后的延迟时间5,DRV's Parameter  P5-45,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 800 |,| PR |,P5,—,| PR模式编号5的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-46,0x252E,位置到达后的延迟时间6,DRV's Parameter  P5-46,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 1000 |,| PR |,P5,—,| PR模式编号6的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-47,0x252F,位置到达后的延迟时间7,DRV's Parameter  P5-47,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 1500 |,| PR |,P5,—,| PR模式编号7的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-48,0x2530,位置到达后的延迟时间8,DRV's Parameter  P5-48,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 2000 |,| PR |,P5,—,| PR模式编号8的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-49,0x2531,位置到达后的延迟时间9,DRV's Parameter  P5-49,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 2500 |,| PR |,P5,—,| PR模式编号9的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-50,0x2532,位置到达后的延迟时间10,DRV's Parameter  P5-50,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 3000 |,| PR |,P5,—,| PR模式编号10的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-51,0x2533,位置到达后的延迟时间11,DRV's Parameter  P5-51,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 3500 |,| PR |,P5,—,| PR模式编号11的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-52,0x2534,位置到达后的延迟时间12,DRV's Parameter  P5-52,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 4000 |,| PR |,P5,—,| PR模式编号12的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-53,0x2535,位置到达后的延迟时间13,DRV's Parameter  P5-53,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 4500 |,| PR |,P5,—,| PR模式编号13的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-54,0x2536,位置到达后的延迟时间14,DRV's Parameter  P5-54,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 5000 |,| PR |,P5,—,| PR模式编号14的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-55,0x2537,位置到达后的延迟时间15,DRV's Parameter  P5-55,UINT,16,rw,RT,| ms |,| 0 ~ 32767 |,| 5500 |,| PR |,P5,—,| PR模式编号15的延迟时间。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-56,0x2538,[Compare] 资料阵列开始地址,DRV's Parameter  P5-56,UINT,16,rw,RT,| - |,| 0 ~ (P5.010设定值减1) |,| 50 |,| All |,P5,—,| 指定Compare比较到的第一点的数据所储存在资料阵列中的地址。本参数必须在Compare停止(请参考P5.059)时才可以写入。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-57,0x2539,■,DRV's Parameter  P5-57,UDINT,32,rw,RT,| Compare来源之脉冲单位 |,| -2147483648 ~ +2147483647 |,| 0 |,| All |,P5,—,| 显示Compare脉冲来源的轴位置。请注意，本参数必须在Compare停止(请参考P5.059)时才可以写入。 | 注： | Compare轴来源为Capture轴(P5.059.Y = 0)时，本参数禁止写入。 | Compare轴来源为CN2时，脉冲分辨率由参数P1.046决定，本参数也禁止写入。当Compare轴来源为CN2(P5.059.Y = 3)时，本参数重置为电机回授位置(监控变
P5-58,0x253A,■,DRV's Parameter  P5-58,UINT,16,rw,RT,| - |,| 1 ~ (P5.010减P5.056的设定值) |,| 1 |,| All |,P5,—,| Compare未运作时，此参数为预计比较的数量(可读可写)。Compare在运作时，此参数为 | 剩余比较数量(只读)。每比较完一点，此参数递减1，直到数值为0，表示比较结束。 | 注：Compare、Capture、E-Cam资料总笔数不可超过800笔。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-59,0x253B,■,DRV's Parameter  P5-59,UDINT,32,rw,RT,| - |,| 0x00010000 ~ 0x0FFF313F |,| 0x00640010 |,| All |,P5,—,| 高位 | 低位 | CBA | 输出脉冲的持续时间 | X | Compare设定 | D | 无作用 | Y | Compare轴来源 | - | - | Z | 触发逻辑 | - | - | U | 触发PR | X：Compare设定 | Bit | 功能 | 说明 | 0 | 启动Compare | 启动比较功能，在每一次完成比较后此位自动设为0 (关闭比较) | 1 | 循环模式 |
P5-60,0x253C,内部目标速度设定0,DRV's Parameter  P5-60,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.0 ~ 7500.0 (旋转)* | 0 ~ 15999999 (直线)* | 0 ~ 75000 (旋转)* | 0 ~ 15999999 (直线)* |,,| PR | 初值： | 20.0 (旋转)* | 20 (直线)* | 200 | 资料大小： | 32-bit |,P5,—,| PR模式编号0的目标速度。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-61,0x253D,内部目标速度设定1,DRV's Parameter  P5-61,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.0 ~ 7500.0 (旋转)* | 0 ~ 15999999 (直线)* | 0 ~ 75000 (旋转)* | 0 ~ 15999999 (直线)* |,,| PR | 初值： | 50.0 (旋转)* | 50 (直线)* | 500 | 资料大小： | 32-bit |,P5,—,| PR模式编号1的目标速度。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-62,0x253E,内部目标速度设定2,DRV's Parameter  P5-62,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.0 ~ 7500.0 (旋转)* | 0 ~ 15999999 (直线)* | 0 ~ 75000 (旋转)* | 0 ~ 15999999 (直线)* |,,| PR | 初值： | 100.0 (旋转)* | 100 (直线)* | 1000 | 资料大小： | 32-bit |,P5,—,| PR模式编号2的目标速度。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P5-63,0x253F,内部目标速度设定3,DRV's Parameter  P5-63,UDINT,32,rw,RT,| 1 rpm (旋转)* | 1 µm/s (直线)* | 0.1 rpm (旋转)* | 1 µm/s (直线)* |,| 0.0 ~ 7500.0 (旋转)* | 0 ~ 15999999 (直线)* | 0 ~ 75000 (旋转)* | 0 ~ 15999999 (直线)* |,,| PR | 初值： | 200.0 (旋转)* | 200 (直线)* | 2000 | 资料大小： | 32-bit |,P5,—,| PR模式编号3的目标速度。 | 注：旋转为永磁同步旋转电机的简称；直线则为永磁同步直线电机的简称。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
